,Make,Model,Variant,Ex-Showroom_Price,Displacement,Cylinders,Cylinder_Configuration,Emission_Norm,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Body_Type,City_Mileage,ARAI_Certified_Mileage,Front_Brakes,Rear_Brakes,Power,Seating_Capacity,Seats_Material,Wheelbase,Wheels_Size,Airbags,Number_of_Airbags
367,Mitsubishi,Pajero Sport,Select Plus Mt,"Rs. 29,92,800",2477 cc,4,In-line,BS IV,"Front, Longitudinal",70 litres,Diesel,SUV,6.5 km/litre,10.77 km/litre,Ventilated Disc,Drum,178PS@4000rpm,7,Leather,2800 mm,265/65R17,"Driver frontal airbag, Front passenger frontal airbag",2
368,Mitsubishi,Pajero Sport,Select Plus At,"Rs. 29,52,500",2477 cc,4,In-line,BS IV,"Front, Longitudinal",70 litres,Diesel,SUV,6.5 km/litre,10.77 km/litre,Ventilated Disc,Drum,178PS@4000rpm,7,Leather,2800 mm,265/65R17,"Driver frontal airbag, Front passenger frontal airbag",2
369,Bentley,Flying Spur,V8,"Rs. 3,41,67,064",3993 cc,8,V,BS IV,"Front, Longitudinal",90 litres,Petrol,Sedan,2 km/litre,4 km/litre,Ventilated Disc,Ventilated Disc,507PS@6000rpm,4,Leather,3066 mm,275/40R19,"Driver frontal airbag, Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags",6
370,Bentley,Flying Spur,W12,"Rs. 3,93,82,083",5998 cc,12,W,BS IV,"Rear, Longitudinal",90 litres,Petrol,Sedan,2 km/litre,4 km/litre,Ventilated Disc,Ventilated Disc,616PS@6100rpm,4,Leather,3066 mm,275/40R19,"Front passenger frontal airbag, Front passenger side airbag, Rear passenger side airbags, Curtain airbags, Driver frontal airbag",6
371,Honda,City,Sv Mt Petrol,"Rs. 9,91,000",1497 cc,4,In-line,BS 6,"Front, Transverse",40 litres,Petrol,Sedan,14.3 km/litre,17.4 km/litre,Ventilated Disc,Drum,119PS@6600rpm,5,Fabric,2600 mm,175/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
372,Honda,City,V Mt Petrol,"Rs. 10,65,900",1497 cc,4,In-line,BS 6,"Front, Transverse",40 litres,Petrol,Sedan,14.3 km/litre,17.8 km/litre,Ventilated Disc,Drum,119PS@6600rpm,5,Fabric,2600 mm,175/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
373,Honda,City,Vx Mt Petrol,"Rs. 11,82,000",1497 cc,4,In-line,BS 6,"Front, Transverse",40 litres,Petrol,Sedan,14.3 km/litre,17.4 km/litre,Ventilated Disc,Drum,119PS@6600rpm,5,Leather,2600 mm,185/55R16,"Driver frontal airbag, Front passenger frontal airbag",2
374,Honda,City,Vx Cvt Petrol,"Rs. 13,12,000",1497 cc,4,In-line,BS 6,"Front, Transverse",40 litres,Petrol,Sedan,14.3 km/litre,18 km/litre,Ventilated Disc,Drum,119PS@6600rpm,5,Leather,2600 mm,185/55R16,"Driver frontal airbag, Front passenger frontal airbag",2
375,Honda,City,Sv Mt Diesel,"Rs. 11,11,000",1498 cc,4,In-line,BS IV,"Front, Transverse",40 litres,Diesel,Sedan,22.6 km/litre,25.6 km/litre,Ventilated Disc,Drum,100PS@3600rpm,5,Fabric,2600 mm,175/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
376,Honda,City,V Mt Diesel,"Rs. 11,91,000",1498 cc,4,In-line,BS IV,"Front, Transverse",40 litres,Diesel,Sedan,22.6 km/litre,25.6 km/litre,Ventilated Disc,Drum,100PS@3600rpm,5,Fabric,2600 mm,175/65R15,"Driver frontal airbag, Front passenger frontal airbag",2
377,Honda,City,Vx Mt Diesel,"Rs. 13,02,000",1498 cc,4,In-line,BS IV,"Front, Transverse",40 litres,Diesel,Sedan,22.6 km/litre,25.1 km/litre,Ventilated Disc,Drum,100PS@3600rpm,5,Leather,2600 mm,185/55R16,"Driver frontal airbag, Front passenger frontal airbag",2
